Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
2226,09-11-2015,Skoov.com,E-Commerce,Unknown,Mumbai,undisclosed investor,Seed Funding,150000,Unknown,2015,NOVEMBER
2227,10-11-2015,Chefs basket,Food & beverage,Unknown,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000,Series A,2015,NOVEMBER
2228,11-11-2015,Gingercrush,SaaS,Unknown,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,1800000,Unknown,2015,NOVEMBER
2229,11-11-2015,Delight foods,Food & beverage,Unknown,Bengaluru,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000,Series A,2015,NOVEMBER
2230,11-11-2015,6degree,SaaS,Unknown,Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,1800000,Unknown,2015,NOVEMBER
2231,11-11-2015,Renewbuy,SaaS,Unknown,Gurugram,Mount Nathan Advisors Pte Ltd,Seed Funding,500000,Unknown,2015,NOVEMBER
2232,11-11-2015,Grab,Logistics,Unknown,Mumbai,Sixth Sense Ventures,Seed Funding,1800000,Unknown,2015,NOVEMBER
2233,12-11-2015,Hitwicket,Artificial Intelligence,Unknown,Hyderabad,Chennai Angels,Seed Funding,250000,Unknown,2015,NOVEMBER
2234,13-11-2015,Flashdoor,SaaS,Unknown,Bengaluru,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,1800000,Unknown,2015,NOVEMBER
2235,16-11-2015,Cashkaro.com,E-Commerce,Unknown,Gurugram,Kalaari Capital,Private Equity,3700000,Series A,2015,NOVEMBER
2236,16-11-2015,Absentia,IoT,Unknown,Bengaluru,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000,Unknown,2015,NOVEMBER
2237,16-11-2015,Renowala,SaaS,Unknown,Hyderabad,Logtally,Seed Funding,1800000,Unknown,2015,NOVEMBER
2238,16-11-2015,Taskbucks,Marketplace,Unknown,Delhi,Times Internet,Private Equity,15000000,Strategic Investment,2015,NOVEMBER
2239,17-11-2015,Craftsvilla,E-Commerce,Unknown,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000,Series C,2015,NOVEMBER
2240,17-11-2015,Julia computing,SaaS,Unknown,Bengaluru,Gordon and Betty Moore Foundation,Seed Funding,600000,Unknown,2015,NOVEMBER
2241,17-11-2015,Styletag,Marketplace,Unknown,Bengaluru,Jitu Virwani,Seed Funding,7500000,Unknown,2015,NOVEMBER
2242,17-11-2015,Smytten,SaaS,Unknown,Gurugram,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000,Unknown,2015,NOVEMBER
2243,17-11-2015,Bibox,SaaS,Unknown,Bengaluru,Ravi Krishnamurthy,Seed Funding,530000,Unknown,2015,NOVEMBER
2244,17-11-2015,Convegenius,Ed-Tech,Unknown,Noida,Enablers platform,Seed Funding,300000,Unknown,2015,NOVEMBER
2245,18-11-2015,Ola,Automotive & mobility,Unknown,Bengaluru,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000,Series F ( More Details Here),2015,NOVEMBER
2246,18-11-2015,Goodbox,Conversational commerce mobile app,Unknown,Bengaluru,Nexus Venture Partners,Private Equity,2500000,Series A,2015,NOVEMBER
2247,18-11-2015,Scoopwhoop,SaaS,Unknown,Delhi,Kalaari Capital,Private Equity,4000000,Series A,2015,NOVEMBER
2248,18-11-2015,Hipship,Logistics,Unknown,Bengaluru,"Inara Capital , Rishi Khiani",Seed Funding,1800000,Unknown,2015,NOVEMBER
2249,18-11-2015,Pickrr,Logistics,Unknown,Delhi,Palaash Ventures,Seed Funding,1800000,Unknown,2015,NOVEMBER
2250,18-11-2015,Truelancer,Marketplace,Unknown,Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,1800000,Unknown,2015,NOVEMBER
2251,19-11-2015,Aha taxis,Logistics,Unknown,Noida,ah! Ventures,Seed Funding,1800000,Unknown,2015,NOVEMBER
2252,19-11-2015,Urbanclap,Marketplace,Unknown,Gurugram,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000,Series B,2015,NOVEMBER
2253,19-11-2015,Sensegiz,Smartwatch maker,Unknown,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000,Unknown,2015,NOVEMBER
2254,19-11-2015,Placeoforigin,Marketplace,Unknown,Bengaluru,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,1800000,Unknown,2015,NOVEMBER
2255,19-11-2015,Fourseven,Artificial Intelligence,Unknown,Delhi,Indian Angel Network,Seed Funding,455000,Unknown,2015,NOVEMBER
2256,20-11-2015,Mindtickle,SaaS,Unknown,Pune,New Enterprise Associates,Private Equity,12500000,Series A,2015,NOVEMBER
2257,20-11-2015,Shopsense,E-Commerce,Unknown,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,1800000,Pre-Series A,2015,NOVEMBER
2258,20-11-2015,Medinfi,Healthcare,Unknown,Bengaluru,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000,Unknown,2015,NOVEMBER
2259,20-11-2015,Ouwt,Nightlife discovery mobile app,Unknown,Mumbai,Undisclosed investors,Seed Funding,150000,Unknown,2015,NOVEMBER
2260,20-11-2015,Heypillow,Marketplace,Unknown,Bengaluru,Hampton Capital,Private Equity,3000000,Series A,2015,NOVEMBER
2261,21-11-2015,Healers at home,Healthcare,Unknown,Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,1800000,Unknown,2015,NOVEMBER
2262,21-11-2015,Caravan craft,Fashion & lifestyle,Unknown,Bengaluru,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000,Series A,2015,NOVEMBER
2263,21-11-2015,Talkoot,SaaS,Unknown,Bengaluru,Undisclosed investors,Seed Funding,100000,Unknown,2015,NOVEMBER
2264,23-11-2015,Rentomojo,E-Commerce,Unknown,Bengaluru,"IDG Ventures India, Accel Partners India",Private Equity,2000000,Series A,2015,NOVEMBER
2265,23-11-2015,Medikoe,Healthcare,Unknown,Bengaluru,Anil Menon,Seed Funding,100000,Unknown,2015,NOVEMBER
2266,24-11-2015,Stylofie,Marketplace,Unknown,Gurugram,Swastika,Seed Funding,250000,Unknown,2015,NOVEMBER
2267,24-11-2015,Servx,SaaS,Unknown,Delhi,Manish Gupta,Seed Funding,1800000,Unknown,2015,NOVEMBER
2268,24-11-2015,Naaptol,Marketplace,Unknown,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000,Late Stage,2015,NOVEMBER
2269,24-11-2015,Crayon data,SaaS,Unknown,Chennai,Ratan Tata,Private Equity,1800000,Unknown,2015,NOVEMBER
2270,25-11-2015,Earlysalary.com,SaaS,Unknown,Mumbai,Ashok Agarwal,Seed Funding,1500000,Unknown,2015,NOVEMBER
2271,25-11-2015,Tooler,B2b / professional services,Unknown,Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000,Unknown,2015,NOVEMBER
2272,25-11-2015,S chand,Ed-Tech,Unknown,Delhi,IFC Everstone Group,Private Equity,27000000,Unknown,2015,NOVEMBER
2273,26-11-2015,Stelae,SaaS,Unknown,Chennai,Earlsfield Capital,Private Equity,1800000,Pre-Series A,2015,NOVEMBER
2274,26-11-2015,Goqii,Fitness tracking management solutions,Unknown,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13400000,Series B,2015,NOVEMBER
2275,26-11-2015,Grofers,Food & beverage,Unknown,Gurugram,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120000000,Late Stage,2015,NOVEMBER
2276,26-11-2015,Pluss,Healthcare,Unknown,Gurugram,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000,Pre-Series A,2015,NOVEMBER
2277,26-11-2015,Kountmoney,Marketplace,Unknown,Bengaluru,"Tracxn, Ashish Goenka & Others",Seed Funding,1800000,Unknown,2015,NOVEMBER
2278,27-11-2015,Stayglad,SaaS,Unknown,Bengaluru,"Bessemer Venture Partners, Anil Chopra",Private Equity,1800000,Series A,2015,NOVEMBER
2279,27-11-2015,Justride,Logistics,Unknown,Mumbai,Unknown,Private Equity,2000000,Pre-Series A bridge round,2015,NOVEMBER
2280,27-11-2015,Fastudent,Ed-Tech,Unknown,Noida,Ashish Gupta,Seed Funding,1800000,Unknown,2015,NOVEMBER
2281,27-11-2015,Learnon,Ed-Tech,Unknown,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,1800000,Unknown,2015,NOVEMBER
2282,27-11-2015,Talentrack,Marketplace,Unknown,Delhi,Unigrowth Inc,Seed Funding,1800000,Unknown,2015,NOVEMBER
2283,28-11-2015,M-taxi,Logistics,Unknown,Gurugram,"Mandeep Singh, Jairaj Singh",Seed Funding,1450000,Unknown,2015,NOVEMBER
2284,30-11-2015,Baxi,Logistics,Unknown,Gurugram,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,1450000,Unknown,2015,NOVEMBER
2285,30-11-2015,Superhero brands,SaaS,Unknown,Mumbai,DSG Consumer Partners,Seed Funding,540000,Unknown,2015,NOVEMBER
2286,30-11-2015,Momagic,Mobile application developer,Unknown,Delhi,FIH Mobile Ltd,Private Equity,1800000,Strategic Investment,2015,NOVEMBER
2287,30-11-2015,Qikpod,E-Commerce,Unknown,Bengaluru,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9000000,Series A,2015,NOVEMBER
2288,30-11-2015,Butterfly interactive,Marketplace,Unknown,Delhi,Undisclosed investors,Seed Funding,1800000,Unknown,2015,NOVEMBER
2289,30-11-2015,Bro4u,Real Estate,Unknown,Bengaluru,Sargod Ventures,Seed Funding,1800000,Unknown,2015,NOVEMBER
2290,01-10-2015,Indifi,Logistics,Unknown,Gurugram,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,1800000,Unknown,2015,OCTOBER
2291,01-10-2015,Wydr,Marketplace,Unknown,Delhi,Sandeep Aggarwal,Seed Funding,1800000,Unknown,2015,OCTOBER
2292,01-10-2015,Easyfix,Marketplace,Unknown,Gurugram,Axilor Ventures,Seed Funding,1800000,Unknown,2015,OCTOBER
2293,01-10-2015,Muvizz,SaaS,Unknown,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000,Unknown,2015,OCTOBER
2294,01-10-2015,Abhibus,Logistics,Unknown,Hyderabad,Paytm (One97 communications),Private Equity,1800000,Strategic Investment,2015,OCTOBER
2295,01-10-2015,Cleartax,SaaS,Unknown,Delhi,Paytm (One97 communications),Private Equity,1800000,Unknown,2015,OCTOBER
2296,02-10-2015,Shopalyst,E-Commerce,Unknown,Bengaluru,Kalaari Capital,Private Equity,2000000,Series A,2015,OCTOBER
2297,03-10-2015,Chillr,Payments,Unknown,Mumbai,Sequoia Capital,Private Equity,6000000,Series A,2015,OCTOBER
2298,05-10-2015,Nykaa,Fashion & lifestyle,Unknown,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000,Series B,2015,OCTOBER
2299,05-10-2015,Voylla,Fashion & lifestyle,Unknown,Jaipur,Peepul Capital,Private Equity,15000000,Series B,2015,OCTOBER
2300,05-10-2015,Indialends,SaaS,Unknown,Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000,Pre-Series A Bridge round,2015,OCTOBER
2301,05-10-2015,Rock n shop,Fashion & lifestyle,Unknown,Delhi,High Networth Individuals (undisclosed),Seed Funding,150000,Unknown,2015,OCTOBER
2302,06-10-2015,Docplexus,Healthcare,Unknown,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000,Unknown,2015,OCTOBER
2303,06-10-2015,Workindia,Job board,Unknown,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000,Pre-Series A,2015,OCTOBER
2304,06-10-2015,Sportzvillage,Ed-Tech,Unknown,Bengaluru,Gaja Capital Private Equity Fund,Private Equity,10000000,Series B,2015,OCTOBER
2305,06-10-2015,Sportybeans,Ed-Tech,Unknown,Pune,YouWeCan Ventures,Seed Funding,1800000,Unknown,2015,OCTOBER
2306,06-10-2015,Burger singh,Food & beverage,Unknown,Gurugram,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000,Bridge Round,2015,OCTOBER
2307,06-10-2015,Welcome cure,Healthcare,Unknown,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000,Pre-Series A,2015,OCTOBER
2308,07-10-2015,Schoolguru,Ed-Tech,Unknown,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000,Series A,2015,OCTOBER
2309,07-10-2015,Naturally yours,Food & beverage,Unknown,Mumbai,Sanjay Mehta,Seed Funding,1800000,Unknown,2015,OCTOBER
2310,07-10-2015,Gojavas,Logistics,Unknown,Gurugram,Snapdeal,Private Equity,20000000,Strategic Funding (Series C),2015,OCTOBER
2311,07-10-2015,Scandid,Product discovery & comparison app,Unknown,Pune,Micromax Informatics,Private Equity,1800000,Strategic Funding,2015,OCTOBER
2312,07-10-2015,Stalkbuylove,Fashion & lifestyle,Unknown,Delhi,"Mato Peric, Peter Kabel & others",Private Equity,1800000,Series A,2015,OCTOBER
2313,08-10-2015,Zupermeal,Marketplace,Unknown,Mumbai,"Sanjeev Kapoor, Ravi Saxena & Others",Private Equity,2000000,Series A,2015,OCTOBER
2314,08-10-2015,Cube26,Gesture based mobile development,Unknown,Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000,Series A,2015,OCTOBER
2315,08-10-2015,Mobikon,SaaS,Unknown,Pune,"Life.SREDA, Qualgro",Private Equity,1800000,Series B,2015,OCTOBER
2316,08-10-2015,Grabhouse,SaaS,Unknown,Bengaluru,Sequoia and Kalaari Capital.,Private Equity,10000000,Series B,2015,OCTOBER
2317,08-10-2015,Quifers,Logistics,Unknown,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000,Unknown,2015,OCTOBER
2318,09-10-2015,Stockroom.io,SaaS,Unknown,Hyderabad,Undisclosed Investors,Seed Funding,70000,Unknown,2015,OCTOBER
2319,09-10-2015,Curofy,Healthcare,Unknown,Delhi,RoundGlass Partners,Private Equity,1800000,Pre-Series A,2015,OCTOBER
2320,09-10-2015,Cloud lending,SaaS,Unknown,Bengaluru,SF Capital Group,Private Equity,8000000,Series A,2015,OCTOBER
2321,09-10-2015,Inayo,Marketplace,Unknown,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000,Unknown,2015,OCTOBER
2322,09-10-2015,Wonobo,SaaS,Unknown,Bengaluru,Quikr,Private Equity,1800000,Strategic Funding,2015,OCTOBER
2323,09-10-2015,Kulzy,SaaS,Unknown,Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000,Unknown,2015,OCTOBER
2324,09-10-2015,Zeppery,Food & beverage,Unknown,Delhi,Suyash Sharma,Seed Funding,77000,Unknown,2015,OCTOBER
2325,12-10-2015,Zify,Logistics,Unknown,Hyderabad,Sean OSullivan & Others,Seed Funding,190000,Unknown,2015,OCTOBER
2326,12-10-2015,Faircent,Marketplace,Unknown,Gurugram,Aarin Capital Partners,Private Equity,1800000,Series A,2015,OCTOBER
2327,12-10-2015,Bizongo,Marketplace,Unknown,Mumbai,Accel Partners,Seed Funding,1800000,Unknown,2015,OCTOBER
2328,12-10-2015,Gridle,SaaS,Unknown,Ahmedabad,LetsVenture,Seed Funding,100000,Unknown,2015,OCTOBER
2329,12-10-2015,Tripoto,Social / community,Unknown,Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,1800000,Series A,2015,OCTOBER
2330,12-10-2015,Mubble,Artificial Intelligence,Unknown,Bengaluru,Accel Partners,Private Equity,1800000,Series A,2015,OCTOBER
2331,13-10-2015,Voodoo,Mobile only shopping assistant,Unknown,Delhi,SAIF Partners,Seed Funding,1000000,Unknown,2015,OCTOBER
2332,13-10-2015,Lookup,Mobile messaging assistant app,Unknown,Bengaluru,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000,Series A,2015,OCTOBER
2333,14-10-2015,Askmygift,Personalized wish list creator app,Unknown,Noida,Turning Ideas,Seed Funding,50000,Unknown,2015,OCTOBER
2334,14-10-2015,Gaana.com,Artificial Intelligence,Unknown,Mumbai,Micromax Informatics Ltd,Private Equity,1800000,Strategic Funding,2015,OCTOBER
2335,14-10-2015,Zappfresh,Food & beverage,Unknown,Gurugram,Undisclosed Investors,Seed Funding,77000,Unknown,2015,OCTOBER
2336,14-10-2015,Gymtrekker,SaaS,Unknown,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,1800000,Unknown,2015,OCTOBER
2337,15-10-2015,Bounty app,Online purchase rewards app,Unknown,Bengaluru,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,1800000,Unknown,2015,OCTOBER
2338,16-10-2015,Homers.in,SaaS,Unknown,Gurugram,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,1800000,Unknown,2015,OCTOBER
2339,16-10-2015,Mshipper,Logistics,Unknown,Delhi,Vijai Laxmi,Seed Funding,1800000,Unknown,2015,OCTOBER
2340,16-10-2015,Bolrealty,SaaS,Unknown,Delhi,Manpreet Singh,Seed Funding,1800000,Unknown,2015,OCTOBER
2341,17-10-2015,S-cube futuretech,Automotive & mobility,Unknown,Mumbai,Parampara Capital,Private Equity,1000000,Series A,2015,OCTOBER
2342,19-10-2015,Letsventure,Marketplace,Unknown,Bengaluru,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,1800000,Series A,2015,OCTOBER
2343,19-10-2015,Citrus payment,Payments,Unknown,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000,Series C,2015,OCTOBER
2344,19-10-2015,Holidify,SaaS,Unknown,Delhi,Aarti Group,Seed Funding,100000,Unknown,2015,OCTOBER
2345,20-10-2015,Primaseller,SaaS,Unknown,Bengaluru,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,1800000,Unknown,2015,OCTOBER
2346,20-10-2015,Opinio,Logistics,Unknown,Bengaluru,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000,Series A,2015,OCTOBER
2347,20-10-2015,Attune technologies,Healthcare,Unknown,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000,Series B,2015,OCTOBER
2348,20-10-2015,Ichef.in,Food & beverage,Unknown,Mumbai,Springboard Ventures,Private Equity,1800000,Unknown,2015,OCTOBER
2349,21-10-2015,Jiyo natural,Healthcare,Unknown,Bengaluru,Indian Angel Network,Seed Funding,1800000,Unknown,2015,OCTOBER
2350,21-10-2015,Agentdesks,SaaS,Unknown,New york,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000,Unknown,2015,OCTOBER
2351,21-10-2015,White owl brewery,Micro-brewery,Unknown,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000,Series A,2015,OCTOBER
2352,21-10-2015,Mealhopper,Marketplace,Unknown,Gurugram,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000,Unknown,2015,OCTOBER
2353,21-10-2015,Zenify.in,SaaS,Unknown,Bengaluru,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000,Unknown,2015,OCTOBER
2354,21-10-2015,Stockal,SaaS,Unknown,Bengaluru,"R Natarajan, Mohan Alexander",Seed Funding,1800000,Unknown,2015,OCTOBER
2355,23-10-2015,Medd,Healthcare,Unknown,Mumbai,Group of Angel investors,Seed Funding,150000,Bridge Round,2015,OCTOBER
2356,23-10-2015,Leaping caravan,E-Commerce,Unknown,Gurugram,Group of Angel investors,Seed Funding,150000,Unknown,2015,OCTOBER
2357,23-10-2015,Frsh,E-Commerce,Unknown,Gurugram,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000,Bridge Round,2015,OCTOBER
2358,23-10-2015,Qik stay,SaaS,Unknown,Delhi,ID Enablers Pvt Ltd,Seed Funding,250000,Unknown,2015,OCTOBER
2359,26-10-2015,Parcelled,Logistics,Unknown,Bengaluru,Delhivery,Private Equity,5000000,Unknown,2015,OCTOBER
2360,26-10-2015,Almamapper,SaaS,Unknown,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000,Unknown,2015,OCTOBER
2361,26-10-2015,Flexing it,Marketplace,Unknown,Delhi,undisclosed private investors,Seed Funding,500000,Unknown,2015,OCTOBER
2362,26-10-2015,Netmeds.com,Online pharmacy,Unknown,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000,Series A,2015,OCTOBER
2363,26-10-2015,Razorpay,Payments,Unknown,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000,Series A,2015,OCTOBER
2364,27-10-2015,Jombay,SaaS,Unknown,Pune,Ventureworks India,Private Equity,1800000,Unknown,2015,OCTOBER
2365,27-10-2015,Happitoo,E-Commerce,Unknown,Mumbai,Unnamed investor,Seed Funding,77000,Unknown,2015,OCTOBER
2366,27-10-2015,Care24,Healthcare,Unknown,Mumbai,India Quotient,Seed Funding,350000,Unknown,2015,OCTOBER
2367,27-10-2015,Roadrunnr,Logistics,Unknown,Bengaluru,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000,Series B,2015,OCTOBER
2368,27-10-2015,Simpli5d,SaaS,Unknown,Gurugram,"Redcliffe Capital, YourNest Angel Fund",Private Equity,1800000,Bridge Funding,2015,OCTOBER
2369,28-10-2015,Origa leasing,SaaS,Unknown,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000,Unknown,2015,OCTOBER
2370,28-10-2015,Smartivity.in,Ed-Tech,Unknown,Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000,Unknown,2015,OCTOBER
2371,28-10-2015,Urdoorstep,E-Commerce,Unknown,Bengaluru,Jupiter Capital,Private Equity,1800000,Series A,2015,OCTOBER
2372,29-10-2015,Tavaga,SaaS,Unknown,Mumbai,Tracxn Syndicate,Seed Funding,1800000,Unknown,2015,OCTOBER
2373,29-10-2015,Moglix,Marketplace,Unknown,Noida,"Accel Partner, Jungle Ventures",Private Equity,1800000,pre-Series A,2015,OCTOBER
2374,29-10-2015,Zophop,Public commute helper app,Unknown,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000,Unknown,2015,OCTOBER
2375,30-10-2015,Niki.ai,E-Commerce,Unknown,Bengaluru,Unilazer Ventures,Seed Funding,1800000,Unknown,2015,OCTOBER
2376,30-10-2015,Instavans,Logistics,Unknown,Bengaluru,Suresh Vaswani,Seed Funding,1800000,Unknown,2015,OCTOBER
2377,30-10-2015,Lifto,Logistics,Unknown,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000,Unknown,2015,OCTOBER
2378,30-10-2015,Tinyowl,Food & beverage,Unknown,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000,Series B,2015,OCTOBER
2379,30-10-2015,Toppr.com,Ed-Tech,Unknown,Mumbai,InnoVen Capital,Private Equity,2000000,Series C,2015,OCTOBER
