Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
177,13-08-2018,Inthree,Consumer internet,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,4000000,Unknown,2018,AUGUST
178,13-08-2018,Observe ai,Technology,AI Based Solutions Platform,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,8000000,Unknown,2018,AUGUST
179,16-08-2018,Enakshi,Consumer internet,AI Based Solutions Platform,Ahmedabad,Unknown,Seed/ Angel Funding,114811,Unknown,2018,AUGUST
180,17-08-2018,Eazydiner,Consumer internet,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust and Beenext,Private Equity,5850000,Unknown,2018,AUGUST
181,20-08-2018,Finzy,FinTech,Online Loan Matchmaking Platform,Bengaluru,Unknown,Seed / Angel Funding,1000000,Unknown,2018,AUGUST
182,20-08-2018,Rawpressery,Consumer internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,4800000,Unknown,2018,AUGUST
183,22-08-2018,Pi ventures,Technology,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,Bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,6000000,Unknown,2018,AUGUST
184,22-08-2018,Revv,Consumer internet,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,14270000,Unknown,2018,AUGUST
185,26-08-2018,Zestmoney,Consumer internet,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,13400000,Unknown,2018,AUGUST
186,26-08-2018,Shubh loans,FinTech,Customer Sourcing Platform,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,4200000,Unknown,2018,AUGUST
187,27-08-2018,Myupchar,Healthcare,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,5000000,Unknown,2018,AUGUST
188,28-08-2018,Narvar,It,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,3000000,Unknown,2018,AUGUST
189,30-08-2018,True north,FinTech,Private Equity Firm,Mumbai,Unknown,Private Equity,600000000,Unknown,2018,AUGUST
190,01-07-2018,Leena ai,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,3800000,Unknown,2018,JULY
191,02-07-2018,Biryani by kilo,Consumer internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,1000000,Unknown,2018,JULY
192,04-07-2018,Anchanto,It,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,4000000,Unknown,2018,JULY
194,06-07-2018,Policybazaar,Consumer internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,27700000,Unknown,2018,JULY
195,09-07-2018,Zippserv,Consumer internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,440000,Unknown,2018,JULY
196,09-07-2018,Groww,Consumer internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,1100000,Unknown,2018,JULY
197,10-07-2018,Avenue growth,Consumer internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,437000,Unknown,2018,JULY
198,10-07-2018,Inicu,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/ Angel Funding,3100000,Unknown,2018,JULY
199,10-07-2018,Kinara capital,FinTech,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,5000000,Unknown,2018,JULY
200,10-07-2018,Shop 101,Consumer internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000000,Unknown,2018,JULY
201,11-07-2018,Sambandh,Consumer internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000,Unknown,2018,JULY
202,12-07-2018,19th mile,It,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,180000,Unknown,2018,JULY
203,12-07-2018,5th vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,500000,Unknown,2018,JULY
204,13-07-2018,Mengage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,175000,Unknown,2018,JULY
205,17-07-2018,Ofbusiness,FinTech,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000,Unknown,2018,JULY
206,17-07-2018,Cars24,Consumer internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000,Unknown,2018,JULY
207,18-07-2018,The ken,Consumer internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,1500000,Unknown,2018,JULY
208,19-07-2018,Book my show,Consumer internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,100000000,Unknown,2018,JULY
209,20-07-2018,Housingman,Consumer internet,Property Discovery Platform,Bengaluru,Unknown,Seed/ Angel Funding,1500000,Unknown,2018,JULY
210,21-07-2018,Paysense,Consumer internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000000,Unknown,2018,JULY
211,23-07-2018,Yulu bikes,Technology,Bicycle-Sharing Platform,Bengaluru,Unknown,Seed/ Angel Funding,3800000,Unknown,2018,JULY
212,23-07-2018,Vtion,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,280000,Unknown,2018,JULY
213,23-07-2018,Log9 materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,436000,Unknown,2018,JULY
214,24-07-2018,Kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180000,Unknown,2018,JULY
215,24-07-2018,Digit,Consumer internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000,Unknown,2018,JULY
216,25-07-2018,Black soil,FinTech,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000,Unknown,2018,JULY
217,25-07-2018,Trell,Consumer internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,1250000,Unknown,2018,JULY
218,25-07-2018,Iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,2500000,Unknown,2018,JULY
219,26-07-2018,Entropik,It,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100000,Unknown,2018,JULY
220,26-07-2018,Bitla software,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,3800000,Unknown,2018,JULY
221,26-07-2018,Thecapitalnet,FinTech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000,Unknown,2018,JULY
222,30-07-2018,Shuttl,Consumer internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000,Unknown,2018,JULY
223,30-07-2018,Cure fit,Consumer internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000,Unknown,2018,JULY
224,31-07-2018,Five star group,FinTech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000,Unknown,2018,JULY
225,31-07-2018,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000,Unknown,2018,JULY
226,01-06-2018,Cointribe,FinTech,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000,Unknown,2018,JUNE
227,04-06-2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,125000,Unknown,2018,JUNE
228,04-06-2018,Kashmir box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,8165000,Unknown,2018,JUNE
229,05-06-2018,Crowdera,FinTech,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/ Angel Funding,5620000,Unknown,2018,JUNE
230,05-06-2018,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/ Angel Funding,3100000,Unknown,2018,JUNE
231,07-06-2018,Annapurna finance,FinTech,Non-Banking Financial Company,Bhubaneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000,Unknown,2018,JUNE
232,07-06-2018,Meesho,Consumer internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000,Unknown,2018,JUNE
233,10-06-2018,Ayefinance,FinTech,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000,Unknown,2018,JUNE
234,11-06-2018,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,3100000,Unknown,2018,JUNE
235,12-06-2018,Alpha capital,FinTech,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000,Unknown,2018,JUNE
236,12-06-2018,Eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10100000,Unknown,2018,JUNE
237,12-06-2018,Daily ninja,Consumer internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed/ Angel Funding,3000000,Unknown,2018,JUNE
238,13-06-2018,Nirogstreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,300000,Unknown,2018,JUNE
239,13-06-2018,Nivesh,FinTech,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,450000,Unknown,2018,JUNE
240,13-06-2018,What\\xe2\\x80\\x99s up life,Consumer internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,5000000,Unknown,2018,JUNE
241,14-06-2018,Homelane,Consumer internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,3450000,Unknown,2018,JUNE
242,14-06-2018,Network intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000,Unknown,2018,JUNE
243,18-06-2018,Tynor othontics,Healthcare,Prosthetics Manufacturers,Ch,Lighthouse Funds & Thuasne Participations,Private Equity,21000000,Unknown,2018,JUNE
244,18-06-2018,Elucidata,It,Data Analytics (SaaS),Delhi,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,1700000,Unknown,2018,JUNE
245,19-06-2018,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,772500,Unknown,2018,JUNE
246,19-06-2018,Rentsher,Consumer internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,1100000,Unknown,2018,JUNE
247,20-06-2018,Drip capital,FinTech,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000,Unknown,2018,JUNE
248,22-06-2018,Wickedride,Consumer internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000,Unknown,2018,JUNE
249,25-06-2018,Policybazaar,Consumer internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000,Unknown,2018,JUNE
250,25-06-2018,Hipbar,Consumer internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,4000000,Unknown,2018,JUNE
251,25-06-2018,Sqqrl,FinTech,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000,Unknown,2018,JUNE
252,26-06-2018,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000,Unknown,2018,JUNE
253,26-06-2018,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000,Unknown,2018,JUNE
254,27-06-2018,Wow express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000,Unknown,2018,JUNE
255,28-06-2018,Front desk ai,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1100000,Unknown,2018,JUNE
256,28-06-2018,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000000,Unknown,2018,JUNE
257,29-06-2018,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkata,Shiva Gunapu & Others,Seed/ Angel Funding,3800000,Unknown,2018,JUNE
258,02-05-2018,Opentap,FinTech,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000,Unknown,2018,MAY
259,02-05-2018,Bizongo,Consumer internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000,Unknown,2018,MAY
260,03-05-2018,Disprz,It,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000,Unknown,2018,MAY
261,07-05-2018,Paisadukan,Consumer internet,P2P Lending Platform,Mumbai,Unknown,Seed / Angel Funding,225000,Unknown,2018,MAY
262,09-05-2018,I3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,1000000,Unknown,2018,MAY
263,11-05-2018,Earth food,Consumer internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,949000,Unknown,2018,MAY
264,14-05-2018,Nykaa,Consumer internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000,Unknown,2018,MAY
265,16-05-2018,Mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000,Unknown,2018,MAY
266,21-05-2018,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed/ Angel Funding,300000,Unknown,2018,MAY
267,21-05-2018,Milkbasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000000,Unknown,2018,MAY
268,22-05-2018,Vola,FinTech,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,500000,Unknown,2018,MAY
269,22-05-2018,Cashkumar,Consumer internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed/ Angel Funding,735000,Unknown,2018,MAY
270,23-05-2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed/ Angel Funding,735000,Unknown,2018,MAY
271,23-05-2018,Aashiyaan,FinTech,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2000000,Unknown,2018,MAY
272,24-05-2018,Smartivity,Ed-Tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2000000,Unknown,2018,MAY
273,24-05-2018,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,293000,Unknown,2018,MAY
274,27-05-2018,Acko,Consumer internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,12000000,Unknown,2018,MAY
275,28-05-2018,Hwell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,200000,Unknown,2018,MAY
276,29-05-2018,Toffee,Consumer internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,1500000,Unknown,2018,MAY
277,29-05-2018,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,8000000,Unknown,2018,MAY
278,30-05-2018,Events high,Consumer internet,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,5000000,Unknown,2018,MAY
279,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000000,Unknown,2018,MAY
280,31-05-2018,Credright,Consumer internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,1300000,Unknown,2018,MAY
281,02-04-2018,Fitternity,Consumer internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000000,Unknown,2018,APRIL
282,02-04-2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,307600,Unknown,2018,APRIL
283,02-04-2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,3800000,Unknown,2018,APRIL
284,02-04-2018,Finzy,Consumer internet,Online Loan Matchmaking Platform,Bengaluru,Unknown,Seed / Angel Funding,1300000,Unknown,2018,APRIL
285,04-04-2018,Varthana,FinTech,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55000000,Unknown,2018,APRIL
286,05-04-2018,Indigolearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,150000,Unknown,2018,APRIL
287,05-04-2018,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bengaluru,"Accel Partners, Tiger Global And Others",Private Equity,10000000,Unknown,2018,APRIL
288,09-04-2018,Kaleidofin,FinTech,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000,Unknown,2018,APRIL
289,09-04-2018,Pipabella,Consumer internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,1000000,Unknown,2018,APRIL
